Country,Year,gdp_per_capita_constant_usd,primary_school_enrollment,under5_mortality_per_1000,basic_water_access_pct,basic_sanitation_access_pct,adolescent_fertility_rate,life_expectancy_birth,total_fertility_rate,population_growth,urban_population_pct
CPV,2003,2186.89500422765,114.57283782959,29.0,79.8725603287821,43.8664098956885,91.763,70.006,3.033,1.34770321112892,55.997
CPV,2004,2379.79636224135,112.934593200684,28.2,80.3234340405093,46.1784732946656,89.751,70.499,2.9,1.25679558194683,56.846
CPV,2005,2514.16779255327,112.191917419434,28.0,80.7759271240546,48.4726015407377,87.164,70.936,2.726,1.19132344131983,57.689
CPV,2006,2683.83943856892,112.301071166992,28.0,81.2305336255711,50.7498012152059,84.192,71.341,2.555,1.15040265762577,58.529
CPV,2007,3056.97102851154,110.927947998047,28.0,81.6867082827309,53.0093492318719,81.632,71.487,2.409,1.10689150817132,59.363
CPV,2008,3238.44159287498,109.969436645508,27.9,82.1449641293727,55.2522001426227,78.153,71.888,2.298,1.03555151023311,60.194
CPV,2009,3159.58698693977,108.620460510254,27.5,82.6041896679173,57.4769273640947,71.789,72.142,2.246,0.950085360363308,61.016
CPV,2010,3194.61667734233,107.555528675325,26.7,83.0628768653601,59.6818525468582,74.314,72.507,2.329,0.717181999615317,61.821
CPV,2011,3309.20121643898,107.478306845395,25.6,83.467759998597,61.8006551686033,71.771,72.913,2.329,0.325685661710053,62.322
CPV,2012,3341.7421054836,108.38813689184,24.2,83.8738361203627,63.9530692607862,65.731,73.315,2.153,0.0992767342106355,62.821
CPV,2013,3361.09387702205,108.020740500689,22.6,84.2809235377438,66.0992441827563,62.417,73.481,2.067,0.052725108136232,63.317
CPV,2014,3383.8422809791,107.53603339203,20.9,84.6889979682367,68.2388839996908,60.347,73.788,2.031,0.0197159536864678,63.81
CPV,2015,3415.06266730931,105.850444928795,19.1,85.3679901003518,70.3717075171588,57.973,74.096,1.968,0.0132719182020122,64.3
CPV,2016,3560.1400729534,104.433854930994,17.6,86.2422740726724,72.4969280062987,58.61,74.35,1.966,0.0312210963482392,64.784
CPV,2017,3719.71306047915,104.154022187951,16.2,87.1068025576458,74.6142564437254,56.42,74.71,1.93,0.0661175101881539,65.261
CPV,2018,3853.67940035241,105.84560911247,15.1,87.9618475805123,76.7237252974541,50.97,74.84,1.804,0.101723857752759,65.732
CPV,2019,4115.90283469406,105.208665983159,14.1,88.5908710915054,78.8249564795012,45.194,75.449,1.698,0.134109462358547,66.195
CPV,2020,3255.93628984058,103.42828248778,13.3,89.1775739362889,80.9181458305802,39.913,73.818,1.591,0.11178257414313,66.652
ERI,1990,,36.2437210083008,153.6,,,97.817,49.733,6.338,2.27486416634711,18.905
ERI,1991,,33.617259979248,146.5,,,98.193,50.516,6.242,-5.72814372342133,19.59
ERI,1992,642.072233527209,64.2883605957031,138.8,,,99.104,52.436,6.156,-6.50108562382429,20.294
ERI,1993,705.988405158037,76.8191680908203,130.7,,,103.06,53.189,6.069,3.13359997818341,21.015
ERI,1994,829.915037227268,83.0738677978516,122.6,,,109.564,54.027,6.005,3.07240153138472,21.755
ERI,1995,806.702995328956,86.2234420776367,114.8,,,105.919,54.822,5.939,5.65506612874117,22.514
ERI,1996,838.660572635214,87.8335723876953,107.5,,,102.993,55.498,5.841,4.96990491051363,23.293
ERI,1997,895.033773452053,84.1628875732422,100.9,,,97.927,56.155,5.743,1.10597798501552,24.088
ERI,1998,899.082974199102,,95.1,,,93.681,49.997,5.633,1.30566874934995,24.903
ERI,1999,886.053679218386,86.28955078125,108.6,,,89.06,44.506,5.516,1.47325833975698,25.735
ERI,2000,845.132430060544,95.3378219604492,85.3,46.8142131635351,8.28530044207824,85.755,56.285,5.397,1.53601457156771,26.587
ERI,2001,893.268735439193,94.5260620117188,81.1,47.1204254367107,8.64047942200959,84.915,58.359,5.306,2.85373304958379,27.455
ERI,2002,889.009113592982,101.331848144531,77.3,47.440924376313,8.98629582134225,84.996,58.941,5.233,3.43914956264516,28.341
ERI,2003,830.379672282601,107.540420532227,73.8,47.7752200043611,9.32208585596108,83.803,59.455,5.143,4.13103377544635,29.244
ERI,2004,808.591420184592,106.525672912598,70.5,48.1234179210885,9.64744725375952,83.687,60.063,5.036,4.10022739741036,30.164
ERI,2005,809.794793468889,103.574653625488,67.5,48.4844084006916,9.96153547102589,83.077,60.628,4.934,2.39315582930907,31.099
ERI,2006,789.402432018085,97.0371780395508,64.6,48.8594940550192,10.2644175947139,81.797,61.457,4.881,1.57651841967655,32.051
ERI,2007,789.072701743247,87.2029037475586,61.9,49.24695322535,10.5550787915381,79.697,61.998,4.812,1.45851723438561,33.017
ERI,2008,693.398874212494,81.1434326171875,59.4,49.6487021973559,10.8337736915036,77.716,62.422,4.737,2.63004117479615,34.0
ERI,2009,702.430936480778,77.9211807250977,57.1,49.810322427133,11.0220410741386,76.829,63.203,4.656,2.50908465799155,34.585
ERI,2010,703.877374381654,73.636848449707,55.0,49.9773803285471,11.2019449777584,75.573,63.665,4.571,1.96475727107645,35.175
ERI,2011,751.374899794668,79.17431640625,53.1,50.1505279457527,11.3735399803252,74.12,64.231,4.486,1.79351881087532,35.771
ERI,2012,,82.6438980102539,51.2,50.3291729374741,11.5365169297833,72.608,64.697,4.407,1.27590736754429,36.372
ERI,2013,,92.6765518188477,49.4,50.7051291303828,11.6362700513655,72.277,65.005,4.335,1.22305147270022,36.979
ERI,2014,,83.275146484375,47.8,51.0835649326091,11.7366811006634,72.448,65.517,4.273,0.674705166672434,37.59
ERI,2015,,82.3669509887695,46.1,51.4650911306671,11.8379122916262,72.661,65.909,4.217,0.334574415524454,38.206
ERI,2016,,,44.6,51.84971602427,11.9399656246299,72.316,66.242,4.164,0.614809318134095,38.827
ERI,2017,,78.3494720458984,43.2,,,70.977,66.612,4.112,0.817496698225399,39.451
ERI,2018,,78.7916488647461,41.7,,,69.626,66.979,4.056,1.33731409848117,40.08
ERI,2019,,,40.3,,,68.343,67.306,3.997,1.47474580694345,40.712
ERI,2020,,,39.1,,,67.189,66.98,3.933,1.56406078076077,41.347
ETH,1990,277.768887497322,35.6632194519043,201.7,,,177.316,45.117,7.196,3.70151417338649,12.621
ETH,1991,247.009335840842,32.24951171875,196.7,,,172.315,46.657,7.161,4.33132322477119,12.867
ETH,1992,216.292535524802,26.0608501434326,191.3,,,157.352,47.279,7.125,4.20762887536633,13.116
ETH,1993,236.266715425068,22.7072906494141,185.4,,,164.741,47.676,7.088,3.51513575633339,13.37
ETH,1994,235.4623750444,26.9080104827881,179.0,,,162.022,47.926,7.051,3.48116024765652,13.627
ETH,1995,241.526301068537,30.682279586792,172.4,,,155.307,48.156,6.998,3.40438831875411,13.827
ETH,1996,262.724718922724,36.3454704284668,165.8,,,164.692,48.697,6.928,3.2998173533243,14.006
ETH,1997,262.411339258283,41.0171699523926,159.2,,,154.574,49.21,6.869,3.20515425246965,14.186
ETH,1998,245.504476745904,49.6886405944824,152.9,,,151.531,49.785,6.792,3.14046071441714,14.369
ETH,1999,250.235771300168,48.1957511901855,146.7,,,158.31,49.486,6.721,3.12448426110007,14.553
ETH,2000,257.412698845664,52.2387313842773,140.4,18.6823027003951,2.79389711000458,148.482,50.88,6.654,3.06823302462214,14.74
ETH,2001,270.451435406908,57.1306991577148,134.1,20.2320410406542,3.09531157596367,155.407,51.428,6.579,3.03351132311934,14.927
ETH,2002,266.316614456911,59.6043586730957,127.7,21.77133078604,3.39684063568474,151.234,52.085,6.499,3.04403477269573,15.118
ETH,2003,252.806674812798,60.7021408081055,121.4,23.2981637789492,3.69805219630623,141.308,52.877,6.4,3.02102233073437,15.31
ETH,2004,278.648105685268,63.5657081604004,115.0,24.8131815247792,4.0092482931609,141.718,53.735,6.301,2.99474712931538,15.504
ETH,2005,302.475022727211,74.5096893310547,108.8,26.3163660068506,4.31644032463521,142.009,54.364,6.194,2.96602247201649,15.7
ETH,2006,325.543392093065,79.2329330444336,102.9,27.8082946441902,4.61983246123029,133.421,55.402,6.047,2.93729031507005,15.899
ETH,2007,352.360703147015,85.4697265625,97.4,29.2977073978485,4.92163262678547,125.806,56.566,5.887,2.93015925736888,16.116
ETH,2008,379.238310448137,91.4530181884766,92.3,30.8752129693809,5.24481811104458,117.95,57.733,5.695,2.89435688963486,16.51
ETH,2009,401.068729929542,90.3419418334961,87.6,32.4383798883198,5.56530539724539,105.942,58.715,5.488,2.83966010377931,16.91
ETH,2010,438.78661648794,88.511037030714,83.2,33.98875142441,5.88367348842843,104.466,59.709,5.282,2.83517457968806,17.319
ETH,2011,474.159034335212,90.6282577514648,79.1,35.5250490303748,6.19978430281278,102.912,60.595,5.08,2.84354457485296,17.735
ETH,2012,500.91935528473,89.9253221073517,75.3,37.0481962437743,6.51408999312917,92.291,61.443,4.887,2.80390393439601,18.16
ETH,2013,539.072451759432,,71.6,38.548228349882,6.82389059062955,83.509,62.161,4.708,2.71847231803133,18.575
ETH,2014,578.632922927814,93.1145890062913,68.2,40.034664721558,7.1320081780504,82.682,62.927,4.605,2.68299781796922,18.998
ETH,2015,621.845673808133,94.0857534729235,64.9,41.506855299013,7.43845438341403,79.432,63.592,4.529,2.68480186138776,19.428
ETH,2016,662.32729587522,,61.7,42.9651586197148,7.74355073772014,77.374,64.162,4.473,2.70788250761242,19.866
ETH,2017,706.164227383539,101.223991472845,58.9,44.4084974167704,8.0471575170489,75.196,64.766,4.401,2.72524097063889,20.31
ETH,2018,734.227726647201,,56.4,45.8381608718736,8.34992303821713,74.733,65.257,4.371,2.69675179524869,20.763
ETH,2019,774.512169656681,,54.1,47.2539785569372,8.65203916056794,74.505,65.741,4.347,2.69123978261516,21.225
ETH,2020,799.47559527955,112.6701710274,52.0,48.6553476821695,8.95353751323462,73.654,65.969,4.274,2.71077284780816,21.695
GAB,1990,8354.26309000876,,84.9,,,156.633,60.736,5.459,2.74079536205552,69.143
GAB,1991,8627.38985737905,,83.5,,,152.68,60.891,5.373,2.71596477280142,70.462
GAB,1992,8138.86821905371,126.443557739258,82.4,,,148.517,61.013,5.289,2.69019023311537,71.749
GAB,1993,8237.7433874389,,81.4,,,148.262,61.125,5.186,2.66313721619497,72.999
GAB,1994,8322.61010843084,130.282608032227,80.6,,,139.761,61.183,5.044,2.62054442635647,73.921
GAB,1995,8514.94009899596,136.279037475586,79.8,,,135.684,61.27,4.884,2.56947054894018,74.797
GAB,1996,8603.00813400361,134.898681640625,78.9,,,138.298,61.265,4.742,2.53192547257579,75.654
GAB,1997,8870.12550864019,134.643295288086,77.9,,,138.179,61.395,4.657,2.52206040049182,76.49
GAB,1998,8949.1211008365,,76.7,,,138.25,61.506,4.576,2.53208551111539,77.306
GAB,1999,7944.64517936466,133.682098388672,75.3,,,136.679,61.658,4.502,2.54866423910635,78.102
GAB,2000,7596.09970650519,,73.7,80.4033637747278,33.9814209305903,132.158,61.81,4.469,2.58540209287646,78.879
GAB,2001,7556.76995314898,129.566650390625,71.9,80.810459213385,34.9372077021017,127.116,61.982,4.417,2.6318642070048,79.633
GAB,2002,7338.75620613605,135.686462402344,70.1,81.193484410726,35.903728174477,125.344,62.175,4.36,2.67810322358967,80.368
GAB,2003,7301.67154442842,133.139846801758,68.1,81.5526951602341,36.8809317826105,123.369,62.463,4.299,2.72905696679518,81.083
GAB,2004,7148.98713447497,,66.0,81.8888053847298,37.8687985305349,123.115,62.694,4.252,2.80043793009716,81.778
GAB,2005,7130.22505771754,,63.9,82.2020562871411,38.8672363599809,120.986,62.978,4.21,2.90380819435636,82.452
GAB,2006,6724.08148977274,,62.1,82.4941038355644,39.8763535875598,118.986,63.259,4.17,3.01803087434569,83.107
GAB,2007,6908.67399162999,,59.9,82.7651412894162,40.8960393496484,117.015,63.619,4.142,3.12630083622847,83.742
GAB,2008,6468.38523357609,,57.7,83.0167243819715,41.9263968042466,116.72,64.011,4.118,3.22072516127824,84.359
GAB,2009,6264.83611480154,,55.7,83.2481423052609,42.9671451534089,117.179,64.361,4.138,3.32765333333101,84.955
GAB,2010,6481.49612073562,,53.5,83.4613514987606,44.0184608469988,117.319,64.715,4.153,3.44994267851283,85.533
GAB,2011,6699.23394606512,129.775996342797,51.4,83.6564952078029,45.0801946872977,115.331,65.102,4.151,3.54739719912158,86.092
GAB,2012,6803.22668079211,,49.4,83.8350006525696,46.1524575071287,111.976,65.438,4.086,3.57746904510728,86.634
GAB,2013,6938.25753862236,,47.3,83.9961533518138,47.2348995593806,108.161,65.751,4.019,3.52009296367142,87.156
GAB,2014,6998.60545439576,,45.7,84.1376398407192,48.3267109980033,104.465,66.07,3.953,3.35844001734251,87.651
GAB,2015,7047.12654634355,,44.2,84.538735535926,48.6194365134982,101.746,66.336,3.921,3.11465625322556,88.118
GAB,2016,6991.3251446736,,42.4,84.9227957610398,48.9116241513096,99.801,66.583,3.921,2.86485541015556,88.559
GAB,2017,6840.05959347802,,41.0,85.2911645338971,49.2033085922007,98.88,66.816,3.913,2.65889572463952,88.976
GAB,2018,6724.5961429108,,39.6,85.6447401427211,49.4944290499849,98.055,67.043,3.908,2.53688289832205,89.37
GAB,2019,6817.56879468764,100.171603677222,38.0,85.9840211658641,49.7848246840842,97.632,67.337,3.884,2.47279132038176,89.741
GAB,2020,6534.27966529444,,36.2,86.3106054147686,49.8241656819812,96.307,67.073,3.831,2.38922359813697,90.092
GHA,1990,855.85250708181,65.1150131225586,127.5,,,111.008,55.395,5.737,2.55156185640349,36.441
GHA,1991,878.63570406594,72.6733016967773,123.3,,,110.001,55.722,5.63,2.51983177629257,37.17
GHA,1992,890.313174799419,73.6917495727539,120.1,,,106.771,56.055,5.517,2.48576941139296,37.905
GHA,1993,910.722897752222,72.8280868530273,117.7,,,100.766,56.286,5.414,2.46951819870346,38.644
GHA,1994,918.428722656692,73.9287719726562,116.0,,,97.37,56.234,5.254,2.40415651514833,39.39
GHA,1995,933.895311664356,72.9929962158203,114.5,,,95.336,56.662,5.106,2.36010348077285,40.14
GHA,1996,954.325387944775,73.2914505004883,112.9,,,89.26,56.957,4.959,2.33565497080505,40.896
GHA,1997,970.995739362631,76.4101104736328,110.6,,,88.458,57.241,4.884,2.37895957415826,41.654
GHA,1998,992.20631798932,,107.7,,,85.977,57.525,4.829,2.43236771924415,42.418
GHA,1999,1010.88194916348,75.2949523925781,104.1,,,81.683,57.835,4.822,2.44120807599366,43.184
GHA,2000,1022.27520714566,79.9403762817383,100.2,65.2185051906446,6.24573244330994,84.342,58.139,4.827,2.51243583964957,43.929
GHA,2001,1035.22666053257,75.4195938110352,96.1,66.077473278295,6.34852886366336,82.309,58.403,4.768,2.6631054412646,44.601
GHA,2002,1052.46591644399,78.8475799560547,92.1,67.1320851143851,7.23251503810142,80.088,58.709,4.687,2.75013769977312,45.275
GHA,2003,1077.69990866645,76.3093490600586,88.5,68.1879036642875,8.13639297693297,77.289,59.014,4.597,2.69999623325849,45.951
GHA,2004,1108.30475353633,80.2254409790039,85.2,69.2452756848698,9.05994534742738,75.661,59.316,4.504,2.64856422445373,46.63
GHA,2005,1143.31178934301,86.7024688720703,82.2,70.3033002782999,10.0024406425603,73.636,59.638,4.496,2.62275723095941,47.308
GHA,2006,1185.26570738595,91.2332763671875,79.3,71.3628223620326,10.9638541974486,74.147,59.975,4.399,2.59967236461776,47.988
GHA,2007,1205.31705804209,95.9956512451172,76.3,72.4236848411952,11.9437515914647,75.409,60.282,4.288,2.57742881770877,48.669
GHA,2008,1282.63416886747,100.841491699219,73.1,73.4859835460909,12.9418000356966,73.096,60.578,4.217,2.5377798286274,49.351
GHA,2009,1311.63053760125,99.0773620605469,69.9,74.549083165466,13.9573276526153,71.37,60.928,4.179,2.49528498609835,50.031
GHA,2010,1381.2279503506,,66.5,75.6140589422072,14.9904419527654,70.724,61.297,4.181,2.43301424000427,50.713
GHA,2011,1537.81834019283,99.4130783081055,63.3,76.6802747180995,16.0404640405783,71.413,61.617,4.177,2.40497145453178,51.394
GHA,2012,1640.54072088003,102.068698169955,60.2,77.7475923856427,17.1069348843732,71.644,61.995,4.154,2.4199090803465,52.073
GHA,2013,1718.59704769958,101.089456129828,57.4,78.8156065108159,18.1892648687887,72.474,62.397,4.114,2.40927930949909,52.748
GHA,2014,1726.36930134647,99.5600865756332,54.8,79.8844304386383,19.2871057808726,72.556,62.832,4.029,2.36498553072391,53.419
GHA,2015,1722.77282833606,103.213138177351,52.5,80.9541538675411,20.40010793503,72.481,63.175,3.982,2.30712733064921,54.086
GHA,2016,1740.81101902928,101.751107525308,50.2,82.0248834358595,21.5279300969224,70.423,63.522,3.873,2.27621203911157,54.749
GHA,2017,1841.44636153249,100.478896703055,48.1,83.0964661202862,22.670108563914,67.881,63.829,3.715,2.19535792776401,55.407
GHA,2018,1915.4532323781,98.6813906905268,46.0,84.1689996175499,23.8263073809595,66.515,64.138,3.65,2.07517136640112,56.06
GHA,2019,1999.55372220211,99.8750321985622,43.9,85.2423371017475,24.9960729195517,64.279,64.455,3.593,2.00780519953703,56.707
GHA,2020,1970.19411460398,98.4048952723908,42.0,86.3168084779609,26.179198602453,62.026,64.309,3.541,1.99181985149439,57.349
GIN,1990,548.371534819426,32.3112602233887,233.1,,,148.187,47.252,6.515,3.45583486210679,28.026
GIN,1991,540.622747465388,34.6128883361816,227.1,,,157.965,47.781,6.484,4.00298960201175,28.312
GIN,1992,540.768238017649,34.5396690368652,220.7,,,160.37,48.266,6.453,3.19168243312344,28.601
GIN,1993,551.006742654772,39.3742790222168,213.9,,,160.906,48.819,6.409,3.04542453399326,28.89
GIN,1994,555.962782286148,42.4336700439453,207.0,,,156.85,49.188,6.358,2.99788557428445,29.182
GIN,1995,565.553359749505,47.4458808898926,200.0,,,149.691,49.836,6.288,2.79434245679932,29.475
GIN,1996,574.302865750492,49.1412315368652,193.0,,,161.738,50.546,6.205,2.82968670530382,29.77
GIN,1997,591.77353015526,52.8940811157227,186.1,,,162.988,51.113,6.123,2.05511135158285,30.052
GIN,1998,601.907993085373,53.2318687438965,179.2,,,153.458,51.61,6.051,1.8812346948277,30.323
GIN,1999,611.007685844967,55.4408798217773,172.3,,,155.661,51.987,5.985,2.24064838568983,30.595
GIN,2000,614.137235083638,58.3812294006348,165.4,50.020186832808,9.16230647249202,151.173,52.42,5.918,1.96135964318577,30.869
GIN,2001,628.320554864936,61.1270217895508,158.6,50.7276864760054,9.88629181042133,146.167,52.669,5.834,1.3098114321983,31.144
GIN,2002,650.554963973291,69.4354019165039,152.2,51.4339895582937,10.6114420869886,147.271,53.2,5.781,1.55813303817429,31.42
GIN,2003,644.071217908894,72.6687164306641,146.4,52.1394322323383,11.3379453382088,143.04,53.589,5.744,2.24251877202579,31.698
GIN,2004,645.182843390689,75.5423583984375,141.2,52.8436497237526,12.2068743325124,138.322,53.975,5.733,2.14071157501219,31.977
GIN,2005,651.359606871604,77.486198425293,136.6,53.5466363484531,13.095035144878,138.1,54.422,5.727,2.00041954618802,32.257
GIN,2006,645.472001923653,79.18359375,132.7,54.2487288694591,14.0026335732946,138.735,54.875,5.704,2.09058658116716,32.539
GIN,2007,673.698997420626,81.362548828125,129.4,54.949564360494,14.9294877692958,139.395,55.233,5.664,2.31497296404672,32.822
GIN,2008,684.775780377366,82.7527465820312,126.6,55.649134013916,15.8756067228174,142.485,55.703,5.596,2.41908604968745,33.106
GIN,2009,660.756701330284,82.9110794067383,124.1,56.3474311162569,16.841000124284,143.059,56.052,5.528,2.44158489420853,33.391
GIN,2010,675.736917327708,85.6168670654297,122.0,57.044784449947,17.8258881812328,144.497,56.431,5.435,2.45929310036327,33.678
GIN,2011,696.199991395571,89.3744888305664,120.1,58.1818372265033,18.8300747464885,141.49,56.778,5.337,2.47697352651722,33.966
GIN,2012,719.505916794546,91.4924621582031,118.4,59.3282131204165,19.8535692875928,138.242,57.117,5.232,2.45416156342286,34.255
GIN,2013,729.833143236326,93.5301284790039,116.7,60.4838781029167,20.8963805793729,136.008,57.459,5.151,2.44471498509098,34.545
GIN,2014,738.272274481308,95.1517791748047,115.6,61.6487943410555,21.9585172286295,133.031,57.581,5.07,2.48019346390261,34.836
GIN,2015,747.356966759448,,114.1,62.8272632655667,23.0429536885135,129.659,57.899,5.002,2.53151277572433,35.141
GIN,2016,807.236421043888,93.1132583618164,111.7,64.0192375398868,24.1498388471999,126.677,58.49,4.915,2.56690869267138,35.46
GIN,2017,867.907502577607,,109.9,65.2246521781626,25.2793160046836,126.32,58.715,4.793,2.55652318226129,35.793
GIN,2018,899.907328045175,,108.0,66.4434556659708,26.4315350914217,126.102,59.043,4.669,2.54385572881799,36.14
GIN,2019,926.42221954853,,105.7,67.6752472334276,27.606397594017,126.258,59.379,4.576,2.56100451729991,36.5
GIN,2020,945.570903389665,100.474517822266,103.2,68.9206309644388,28.8045337728005,125.054,59.35,4.489,2.55139953603925,36.875
GMB,1990,658.711165332156,50.5561599731445,166.1,,,160.64,51.278,6.246,4.19595803109441,38.312
GMB,1991,651.229615381431,50.9835510253906,160.4,,,158.289,51.857,6.191,4.20203326368108,39.41
GMB,1992,646.421031932611,50.966251373291,154.8,,,158.301,52.477,6.111,4.06398984278952,40.52
GMB,1993,641.918738488002,52.1581993103027,149.3,,,158.144,53.15,6.034,3.66656079991363,41.586
GMB,1994,622.551318791124,54.1618499755859,143.8,,,154.094,53.768,6.035,3.2177925037665,42.472
GMB,1995,609.618491441846,55.7884216308594,138.5,,,145.799,54.292,5.994,2.97725538054394,43.362
GMB,1996,605.40992484126,58.9246101379395,133.1,,,136.158,54.849,5.925,2.89194004292625,44.258
GMB,1997,617.297597679527,60.6879005432129,127.9,,,130.023,55.225,5.851,2.83918735061881,45.155
GMB,1998,621.226058231623,61.957088470459,122.8,,,125.389,56.007,5.818,2.80576133005976,46.057
GMB,1999,642.873705091153,71.7938003540039,117.9,,,119.814,56.466,5.772,2.77821307558819,46.961
GMB,2000,659.911237641141,70.9850234985352,113.1,72.1075908501495,51.0627051437066,116.941,56.899,5.716,2.73837212713207,47.868
GMB,2001,679.539755947951,71.4117431640625,108.5,72.7780951889904,49.9139762488768,114.117,57.283,5.67,2.70699337593192,48.775
GMB,2002,640.03893213613,69.3324279785156,103.9,73.4462244651666,48.7879531144786,108.131,57.736,5.656,2.68468779375919,49.683
GMB,2003,665.834222326194,72.404167175293,99.5,74.1049967166856,47.7243145471678,103.092,58.223,5.656,2.69312348458537,50.555
GMB,2004,693.563314497133,73.5793991088867,95.2,74.7354569707352,46.6954259623673,100.599,58.749,5.683,2.73240205558954,51.288
GMB,2005,658.676285443081,72.1908874511719,91.1,75.3638472217929,46.5783414060291,98.111,59.11,5.708,2.78121010687734,52.02
GMB,2006,636.596026908866,71.4759674072266,87.1,75.9901487166188,46.4862599534796,99.965,59.667,5.736,2.852561853424,52.751
GMB,2007,637.20930597537,73.9508819580078,83.3,76.6143432809498,46.4185278485547,98.721,60.001,5.685,2.90157035551494,53.481
GMB,2008,657.675679192228,73.5566177368164,79.8,77.2365923531236,46.3744961350565,95.364,60.473,5.625,2.90664631280342,54.211
GMB,2009,681.433469086571,73.4096527099609,76.4,77.8561721373253,46.3534895570565,94.785,60.735,5.574,2.90429853945953,54.937
GMB,2010,701.014524591061,73.4599827384096,73.1,78.4736042784807,46.3547751187486,92.194,61.167,5.558,2.90737929979677,55.662
GMB,2011,625.464360270983,72.1906633471926,70.1,79.0885274433353,46.3775404309418,89.74,61.561,5.542,2.92337692748517,56.384
GMB,2012,639.139881889048,75.4592652374635,67.3,79.701282058038,46.4212039686368,89.652,61.9,5.519,2.94591935774346,57.105
GMB,2013,638.522368532214,77.5318910077468,64.5,80.3110194685297,46.4844349819106,86.721,62.252,5.392,2.92894143394412,57.82
GMB,2014,611.879472952196,80.6712752410406,61.8,80.9175927499699,46.5660269049022,81.725,62.576,5.197,2.84475839442236,58.528
GMB,2015,619.536364296461,83.6767800021667,59.3,81.5208646385111,46.6646753535046,76.888,62.971,5.003,2.73428839872651,59.228
GMB,2016,615.193365494386,85.4968152866242,57.0,82.120548806327,46.7787649612216,72.228,63.386,4.809,2.62819405087404,59.918
GMB,2017,628.777299272925,88.6915742090233,54.7,82.7168510831421,46.907216138854,67.899,63.708,4.614,2.52588138504562,60.599
GMB,2018,658.127833258563,91.4803276676529,52.7,83.3096612794683,47.0485300098961,64.859,64.034,4.42,2.42294300881827,61.27
GMB,2019,682.797642940426,95.0965771907399,50.7,83.8990207770481,47.2014093324921,63.374,64.427,4.33,2.35622071960344,61.931
GMB,2020,670.758642891251,96.8827026600674,48.9,84.4849824727792,47.364575636903,61.874,64.418,4.248,2.3686612920428,62.582
GNB,1990,569.169670374215,,222.3,,,116.677,46.89,6.501,1.64439069661036,30.83
GNB,1991,585.58551396824,,217.9,,,118.707,47.201,6.474,2.13084470989571,32.39
GNB,1992,574.852002556155,48.1332893371582,213.4,,,119.919,47.518,6.435,2.94395441757296,33.271
GNB,1993,567.860072938098,46.1510391235352,208.6,,,120.848,47.84,6.369,3.3020121973914,33.635
GNB,1994,568.168871993007,50.9829711914062,204.1,,,122.848,47.775,6.299,3.09550207753633,34.002
GNB,1995,578.381849917403,54.6484603881836,199.3,,,121.833,48.531,6.223,2.52438833577734,34.371
GNB,1996,632.160906920913,56.7829513549805,194.3,,,120.19,48.772,6.141,2.08411932394768,34.742
GNB,1997,660.537774707954,61.4507713317871,189.2,,,122.823,48.033,6.06,1.90644469915242,35.114
GNB,1998,502.81554020706,64.9542465209961,184.2,,,122.973,48.123,5.97,1.86387310391317,35.488
GNB,1999,576.330795296558,,179.0,,,123.322,48.492,5.871,1.89630732259312,35.865
GNB,2000,571.094015178625,75.5002975463867,173.8,55.2996278316054,4.16112693122669,124.284,50.565,5.786,2.00706384351502,36.243
GNB,2001,585.837980688333,89.7620162963867,168.4,55.7564928906696,4.64521105092543,124.062,51.054,5.688,2.12602969093669,36.622
GNB,2002,594.040535151552,,162.8,56.1987271244441,5.13883109844991,123.582,51.608,5.634,2.19833363261225,37.004
GNB,2003,579.092506821836,,157.0,56.6256018688684,5.64179288235145,122.384,52.186,5.577,2.26219170729877,37.387
GNB,2004,572.526464627294,107.977500915527,151.1,57.0374152862445,6.54981932752754,118.528,52.8,5.5,2.30540545476551,37.772
GNB,2005,595.94255560187,114.700538635254,144.9,57.4334953214658,7.66562389299126,115.651,52.949,5.46,2.34505544706955,38.157
GNB,2006,597.257151722046,119.655990600586,138.6,57.8147597912603,8.79675509070874,115.841,54.089,5.406,2.41122516333709,38.545
GNB,2007,597.482020935948,,132.2,58.1805414529441,9.94309395424926,115.374,54.87,5.365,2.48996828898925,38.934
GNB,2008,608.958620496925,,126.1,58.5311084260917,11.1050118138525,113.712,55.3,5.266,2.52259007377628,39.325
GNB,2009,608.202131879882,,120.0,58.8658390354651,12.2823572765206,112.127,56.297,5.176,2.54277273891846,39.716
GNB,2010,625.904027290582,113.436782836914,114.2,59.1858600366544,13.4760634593862,110.942,56.999,5.111,2.58492032110101,40.111
GNB,2011,658.953470528116,,108.7,59.490527194592,14.6859905747985,110.405,57.663,5.067,2.62922766462762,40.508
GNB,2012,630.66862302825,,103.7,59.7800704192315,15.9125580822648,107.919,58.27,5.003,2.65952739224803,40.908
GNB,2013,634.095456089352,,99.3,60.0541625940776,17.1557987744749,105.848,58.879,4.93,2.66229101877146,41.31
GNB,2014,623.610159103365,,95.3,60.3130027729524,18.4161430412753,102.357,59.476,4.79,2.62731155689981,41.715
GNB,2015,645.066837207039,,91.8,60.5565366633757,19.6938380286064,98.391,60.071,4.661,2.57045957815277,42.123
GNB,2016,663.242608032005,,88.4,60.7844520965081,20.9889037650551,94.263,60.619,4.519,2.51155296505032,42.533
GNB,2017,677.466131311367,,85.3,60.9967008736781,22.3015666963327,90.151,61.148,4.347,2.4363257519627,42.945
